Year,country,Survey,Period,Haul,Haul-1,Date,Long,Lat,Nfish,Sampling,Length ,Lengthcl,Wt,Wov,Wovf,Wnov,Sex,Mat,Wcent,Cod,Ncent,POFage,Oocyte_H,Batch_H_yes,oocyte_w,Age,Comments,Histological,Batch_W_yes
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,578,R,32.3,,262,9.5,,252.5,2,5,,J208,,0,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,579,R,31.7,,220,9.4,,210.6,2,5,,J209,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,580,R,30.5,,232,2.9,,229.1,2,5,,J210,,6,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,581,R,29.1,,205,7.7,,197.3,2,5,,J211,,6,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,582,R,31.8,,255,8.7,,246.3,2,5,,J212,,0,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,583,R,31.5,,279,0.8,,278.2,2,5,,J213,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,584,R,29,,190,3.8,,186.2,2,5,,J214,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,585,R,30.5,,230,3.2,,226.8,2,5,,J215,,6,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,586,R,32.1,,264,5.9,,258.1,2,5,,J216,,0,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,587,R,32,,247,9.1,,237.9,2,5,,J217,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,588,R,32.4,,261,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,589,R,30.4,,222,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,590,R,32.5,,264,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,591,R,30.2,,210,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,592,R,30.3,,232,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,593,R,32.4,,251,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,594,R,29.3,,208,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,595,R,33.1,,288,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,596,R,29.7,,210,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,597,R,28.1,,187,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,598,R,29.3,,185,,,,1,6,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,599,R,30.9,,239,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,600,R,32.3,,248,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,601,R,30.5,,223,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,602,R,30.8,,242,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,603,R,31.3,,222,,,,1,6,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,604,R,30.5,,215,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,605,R,32.4,,233,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,606,R,30.3,,219,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,607,R,32.6,,270,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,608,R,30.5,,226,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,609,R,30.2,,230,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,610,R,32.7,,293,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,611,R,30.7,,220,,,,2,3,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,612,R,29.5,,200,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,613,R,24.6,,126,,,,1,3,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,614,R,31.6,,233,,,,1,3,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,615,R,30.3,,214,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,616,R,29.7,,226,,,,2,3,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,617,R,29.8,,208,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,618,R,29.8,,214,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,619,R,27,,167,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,620,R,30.6,,218,,,,2,6,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,621,R,31.8,,259,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,622,R,30.7,,228,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,623,R,29,,215,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,624,R,27.6,,172,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,625,R,33,,275,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,626,R,31.3,,236,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,627,R,29.8,,223,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,628,R,30.3,,225,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,629,R,30.6,,242,,,,2,3,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,630,R,27.6,,182,,,,2,6,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,631,R,27.7,,175,,,,2,3,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,632,R,25.3,,132,,,,1,6,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,633,R,30.6,,222,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,634,R,29.8,,227,,,,2,3,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,635,R,31.3,,249,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,636,R,33.7,,301,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,637,R,31.3,,236,,,,1,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,638,R,30,,235,,,,2,3,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,639,R,31.9,,245,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,640,R,29.3,,217,,,,1,6,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,641,R,29.1,,202,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,642,R,31.3,,239,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,643,R,27.2,,181,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,644,R,27.8,,179,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,645,R,33.3,,266,,,,1,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,646,R,30.1,,241,,,,1,6,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,647,R,31.5,,251,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,648,R,29.6,,229,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,649,R,28.3,,186,,,,2,3,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,650,R,31.6,,268,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,651,R,32.2,,271,,,,2,6,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,652,R,19.9,,70,,,,1,3,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,653,R,26.5,,163,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,654,R,30.2,,221,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,655,R,30.7,,253,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,656,R,25.7,,138,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,657,R,26.3,,159,,,,2,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,10,R,28.2,,210,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,11,R,28.5,,189,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,12,R,29.3,,216,1,,215,2,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,13,R,29.8,,253,3,,250,2,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,14,R,30.2,,231,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,15,R,31.6,,263,7,,256,2,3,,Y001,,1,4,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,16,R,30.8,,250,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,17,R,31.4,,284,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,18,R,31.9,,287,3,,284,2,4,,Y002,,4,3,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,19,R,32.3,,231,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,20,R,30.3,,225,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,21,R,28.8,,217,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,22,R,36.4,,357,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,23,R,31.6,,263,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,24,R,28.8,,185,11,,174,2,4,,Y003,,,5,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,25,R,28.6,,218,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,26,R,29.2,,217,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,27,R,32.1,,291,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,28,R,32.7,,267,6,,261,2,3,,Y004,1,6,4,no,3,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,29,R,33.2,,272,13,,259,2,3,,Y005,,,4,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,30,R,32.5,,274,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,31,R,34.8,,329,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,32,R,30.6,,248,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,33,R,29,,208,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,34,R,33.5,,286,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,35,R,29.7,,223,6,,217,2,3,,Y006,0,,4,no,5,,,,yes
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,36,R,33,,293,2,,291,2,3,,Y007,,6,4,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,37,R,32.6,,268,5,,263,2,3,,Y008,0,6,4,no,3,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,38,R,28.6,,160,5,,155,2,3,,Y009,,,4,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,39,R,36.2,,366,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,40,R,25.7,,143,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,41,R,29.2,,238,34,,204,2,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,42,R,29.6,,222,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,43,R,32.5,,252,7,,245,2,4,,Y010,43,,4,no,5,,,,yes
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,44,R,31.6,,289,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,45,R,35.2,,316,8,,308,2,3,,Y011,,6,3,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,46,R,27.6,,182,,,,1,6,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,47,R,31,,225,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,48,R,31.5,,271,12,,259,2,3,,Y012,1,6,4,no,3,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,49,R,30.5,,211,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,50,R,32.5,,272,5,,267,2,3,,Y013,,5,4,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,51,R,30,,236,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,52,R,32.5,,269,10,,259,2,3,,Y014,,,3,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,53,R,30.2,,239,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,54,R,32,,258,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,55,R,29,,222,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,56,R,35.6,,344,11,,333,2,3,,Y015,,5,4,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,57,R,29.3,,188,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,58,R,32.5,,274,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000740,,10/07/2022,51.27,-10.42,59,R,32.1,,299,17,,282,2,4,,Y016,181,0,5,yes,5,,,,yes
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,61,R,29.6,,211,11,,200,2,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,62,R,30.5,,208,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,63,R,30.3,,232,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,64,R,28.2,,205,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,65,R,28.6,,206,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,66,R,30.7,,250,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,67,R,30.6,,221,11,,210,2,3,,Y017,,,3,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,68,R,30.2,,243,2,,241,2,1,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,69,R,28.3,,196,4,,192,2,3,,Y018,,6,3,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,70,R,32.8,,279,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,71,R,34.4,,376,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,72,R,32.8,,247,10,,237,2,3,,Y019,,6,4,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,73,R,37.3,,374,14,,360,2,3,,Y020,,0,3,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,74,R,27.1,,162,1,,161,2,1,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,75,R,29.6,,249,2,,247,2,1,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,76,R,28.2,,189,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,77,R,31.6,,239,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,78,R,29.6,,219,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,79,R,29.4,,213,3,,210,2,3,,Y021,,5,5,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,80,R,30.2,,245,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,81,R,31.3,,261,5,,256,2,3,,Y022,0,,4,no,3,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,82,R,27.6,,179,,,,2,1,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,83,R,29.4,,227,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,84,R,28,,194,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,85,R,30,,230,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,86,R,29.5,,220,,,,2,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,87,R,26.5,,187,2,,185,2,3,,Y023,,5,3,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,88,R,32.7,,265,6,,259,2,3,,Y024,,6,3,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,89,R,30.2,,257,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,90,R,26.3,,147,3,,144,2,3,,Y025,,1,4,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,91,R,28.2,,191,5,,186,2,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,92,R,26.5,,199,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,93,R,28.8,,200,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,94,R,27,,173,2,,171,2,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,95,R,28.2,,193,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,96,R,31.2,,261,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,97,R,31.4,,249,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,98,R,27.5,,183,5,,178,2,3,,Y026,0,,4,no,3,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,99,R,29,,217,,,,2,6,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,100,R,31.5,,243,,,,2,6,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,101,R,32.5,,256,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,102,R,30,,248,,,,1,6,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,103,R,28,,179,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,104,R,28.6,,205,3,,202,2,3,,Y027,,,4,no,5,,,,yes
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,105,R,28.6,,198,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,106,R,30.1,,238,5,,233,2,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,107,R,31,,231,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,108,R,29.5,,209,3,,206,2,3,,Y028,,6,3,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,109,R,30,,206,4,,202,2,3,,Y029,,1,4,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000741,,10/07/2022,51.58,-10.88,110,R,30,,223,3,,220,2,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000742,,11/07/2022,52.58,-11.73,111,R,32.6,,286,5,,281,2,3,,Y030,,,3,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000742,,11/07/2022,52.58,-11.73,112,R,30.2,,225,6,,219,2,3,,Y031,,,5,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000742,,11/07/2022,52.58,-11.73,113,R,33.6,,272,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000742,,11/07/2022,52.58,-11.73,114,R,33.8,,266,3,,263,2,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000742,,11/07/2022,52.58,-11.73,115,R,30.5,,240,,,,1,3,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000742,,11/07/2022,52.58,-11.73,116,R,32.9,,297,,,,1,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000742,,11/07/2022,52.58,-11.73,117,R,30.1,,249,9,,240,2,4,,,,,,,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000742,,11/07/2022,52.58,-11.73,118,R,31.4,,199,4,,195,2,3,,Y032,0,6,5,no,3,,,,
2022,WMR_PFA,MEGS,7,2022NL5000742,,11/07/2022,52.58,-11.73,119,R,33.5,,304,9,,295,2,3,,Y033,,,4,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000742,,11/07/2022,52.58,-11.73,120,R,30.9,,230,5,,225,2,3,,Y034,,,3,no,,,,,
2022,WMR_PFA,MEGS,7,2022NL5000742,,11/07/2022,52.58,-11.73,121,R,32.1,,251,5,,246,2,3,,,,,,,,,,,
